Num HR HRyr HRgm Date BatTeam HomeAway DefTeam Pitcher Score Inn Out RoB RBI BOP Pos WPA bWE "Play Description" Player Birthdate Age
84 84 12 1 1954-06-17 MLN @ BRO "Johnny Podres" "ahead 1-0" "t 3" 2 1-- 2 4 5 0.183 77% "Home Run (Deep RF); Aaron Scores" Matthews 10-13-1931 22.677618069815196
85 85 13 1 1954-06-25 MLN @ PHI "Steve Ridzik" "ahead 6-0" "t 9" 1 --- 1 4 5 0.002 100% "Home Run (Deep RF)" Matthews 10-13-1931 22.699520876112253
86 86 14 1 1954-06-29 MLN NA CHC "Paul Minner" "ahead 1-0" "b 6" 1 --- 1 4 5 0.114 84% "Home Run" Matthews 10-13-1931 22.71047227926078
87 87 15 1 1954-07-02 MLN NA CIN "Corky Valentine" "ahead 4-3" "b 7" 2 --- 1 4 5 0.113 88% "Home Run" Matthews 10-13-1931 22.718685831622174
88 88 16 2 1954-07-02 MLN NA CIN "Jackie Collum" "ahead 9-3" "b 8" 2 --3 2 4 5 0.001 100% "Home Run; Logan Scores" Matthews 10-13-1931 22.718685831622174
89 89 17 1 1954-07-05 MLN @ STL "Brooks Lawrence" "behind 0-1" "t 2" 0 --- 1 4 5 0.104 50% "Home Run" Matthews 10-13-1931 22.72689938398357
90 90 18 2 1954-07-05 MLN @ STL "Cot Deal" "ahead 7-3" "t 7" 0 --- 1 4 5 0.027 97% "Home Run" Matthews 10-13-1931 22.72689938398357
91 91 19 1 1954-07-09 MLN @ CIN "Bud Podbielan" "behind 1-5" "t 9" 0 1-- 2 4 5 0.043 8% "Home Run (Deep CF); Aaron Scores" Matthews 10-13-1931 22.7378507871321
92 92 20 1 1954-07-15 MLN NA BRO "Bob Milliken" "tied 0-0" "b 7" 2 1-- 2 3 5 0.336 88% "Home Run (Deep RF); Bruton Scores" Matthews 10-13-1931 22.754277891854898
93 93 21 1 1954-07-15 MLN NA BRO "Billy Loes" "behind 0-3" "b 1" 1 1-- 2 3 5 0.16 42% "Home Run (Deep LF); Bruton Scores" Matthews 10-13-1931 22.754277891854898
94 94 22 1 1954-07-21 MLN NA PHI "Robin Roberts" "behind 0-6" "b 9" 2 --- 1 3 5 NA NA NA Matthews 10-13-1931 22.770704996577688
95 95 23 1 1954-07-22 MLN NA PHI "Murry Dickson" "tied 0-0" "b 1" 1 1-- 2 3 5 0.175 72% "Home Run; O'Connell Scores" Matthews 10-13-1931 22.77344284736482
96 96 24 1 1954-07-23 MLN NA NYG "Ruben Gomez" "tied 1-1" "b 4" 0 --- 1 3 5 0.132 69% "Home Run (Deep LF)" Matthews 10-13-1931 22.77618069815195
97 97 25 1 1954-07-24 MLN NA NYG "Don Liddle" "ahead 1-0" "b 3" 2 1-- 2 3 5 0.179 83% "Home Run (Deep RF); Pendleton Scores" Matthews 10-13-1931 22.77891854893908
98 98 26 1 1954-07-31 MLN @ BRO "Don Newcombe" "tied 0-0" "t 1" 2 --- 1 3 5 0.098 56% "Home Run (Fly Ball to Deep RF)" Matthews 10-13-1931 22.798083504449007
99 99 27 2 1954-07-31 MLN @ BRO "Erv Palica" "ahead 4-1" "t 3" 0 --- 1 3 5 0.064 85% "Home Run (Fly Ball to Deep CF)" Matthews 10-13-1931 22.798083504449007
100 100 28 1 1954-08-01 MLN @ BRO "Clem Labine" "ahead 11-3" "t 5" 0 1-3 3 3 5 0.005 100% "Home Run (Deep RF); Bruton Scores; O'Connell Scores" Matthews 10-13-1931 22.80082135523614
101 101 29 1 1954-08-07 MLN @ NYG "Ruben Gomez" "tied 1-1" "t 3" 2 --- 1 3 5 0.117 57% "Home Run (Deep RF)" Matthews 10-13-1931 22.817248459958932
102 102 30 1 1954-08-08 MLN @ NYG "Sal Maglie" "behind 1-2" "t 8" 0 --- 1 3 5 0.244 50% "Home Run (Deep RF)" Matthews 10-13-1931 22.819986310746064
103 103 31 1 1954-08-10 MLN @ STL "Ben Wade" "ahead 10-0" "t 6" 2 --- 1 3 5 0.001 100% "Home Run" Matthews 10-13-1931 22.82546201232033
104 104 32 1 1954-08-11 MLN @ STL "Brooks Lawrence" "behind 2-3" "t 5" 2 -2- 2 3 5 0.26 60% "Home Run (Deep RF); O'Connell Scores" Matthews 10-13-1931 22.82819986310746
105 105 33 1 1954-09-05 MLN @ CIN "Bud Podbielan" "behind 0-3" "t 3" 1 --- 1 2 5 0.079 26% "Home Run (Deep RF)" Matthews 10-13-1931 22.89664613278576
106 106 34 2 1954-09-05 MLN @ CIN "Bud Podbielan" "behind 2-7" "t 7" 0 -2- 2 2 5 0.053 11% "Home Run; Bruton Scores" Matthews 10-13-1931 22.89664613278576
107 107 35 1 1954-09-06 MLN NA CHC "Johnny Klippstein" "ahead 2-0" "b 3" 0 --- 1 2 5 0.076 85% "Home Run" Matthews 10-13-1931 22.899383983572896
108 108 36 1 1954-09-08 MLN @ PIT "Dick Littlefield" "behind 1-2" "t 3" 2 1-- 2 4 5 0.221 58% "Home Run (Deep RF); Adcock Scores" Matthews 10-13-1931 22.90485968514716
109 109 37 1 1954-09-16 MLN @ NYG "Marv Grissom" "behind 1-2" "t 6" 0 --- 1 3 5 0.159 50% "Home Run (Deep RF)" Matthews 10-13-1931 22.926762491444215
110 110 38 1 1954-09-19 MLN @ STL "Brooks Lawrence" "tied 0-0" "t 1" 2 --- 1 3 5 0.101 56% "Home Run (CF-RF)" Matthews 10-13-1931 22.934976043805612
111 111 39 2 1954-09-19 MLN @ STL "Al Brazle" "ahead 5-0" "t 4" 2 --- 1 3 5 0.033 94% "Home Run" Matthews 10-13-1931 22.934976043805612
112 112 40 1 1954-09-25 MLN NA STL "Joe Presko" "ahead 1-0" "b 8" 0 1-- 2 3 5 0.084 97% "Home Run (Deep RF); Dittmer Scores" Matthews 10-13-1931 22.951403148528406
113 113 1 1 1955-05-01 MLN @ BRO "Billy Loes" "behind 0-3" "t 3" 1 1-- 2 3 5 0.152 36% "Home Run (Fly Ball to Deep RF); Aaron Scores" Matthews 10-13-1931 23.548254620123203
114 114 2 1 1955-05-08 MLN @ STL "Barney Schultz" "ahead 4-2" "t 7" 2 1-- 2 3 5 0.134 93% "Home Run (Fly Ball to Deep RF); Logan Scores" Matthews 10-13-1931 23.567419575633128
115 115 3 1 1955-05-11 MLN NA PIT "Ron Kline" "ahead 1-0" "b 3" 1 12- 3 3 5 0.187 89% "Home Run (Deep RF); Bruton Scores; Logan Scores" Matthews 10-13-1931 23.575633127994525
116 116 4 1 1955-05-14 MLN NA PHI "Jack Meyer" "tied 4-4" "b 5" 2 --- 1 3 5 0.161 68% "Home Run (Deep RF)" Matthews 10-13-1931 23.58384668035592
117 117 5 1 1955-05-15 MLN NA PHI "Herm Wehmeier" "behind 0-4" "b 4" 0 --- 1 3 5 0.071 21% "Home Run (Deep RF)" Matthews 10-13-1931 23.586584531143053
118 118 6 2 1955-05-15 MLN NA PHI "Herm Wehmeier" "behind 1-4" "b 5" 1 1-3 3 3 5 0.279 54% "Home Run (Deep RF); Bruton Scores; Logan Scores" Matthews 10-13-1931 23.586584531143053
119 119 7 1 1955-06-02 MLN @ BRO "Billy Loes" "behind 0-3" "t 8" 0 --- 1 9 PH 0.067 14% "Home Run (Fly Ball to CF-RF)" Matthews 10-13-1931 23.63586584531143
120 120 8 1 1955-06-04 MLN @ PHI "Bob Kuzava" "behind 1-3" "t 3" 1 1-- 2 3 5 0.188 47% "Home Run (Deep RF); Bruton Scores" Matthews 10-13-1931 23.641341546885695
121 121 9 1 1955-06-05 MLN @ PHI "Robin Roberts" "tied 0-0" "t 1" 2 --- 1 3 5 0.102 56% "Home Run (Deep RF)" Matthews 10-13-1931 23.644079397672822
122 122 10 2 1955-06-05 MLN @ PHI "Robin Roberts" "tied 2-2" "t 3" 0 --- 1 3 5 0.114 61% "Home Run (CF-RF)" Matthews 10-13-1931 23.644079397672822
123 123 11 1 1955-06-06 MLN @ PHI "Dave Cole" "tied 0-0" "t 1" 1 -2- 2 3 5 0.155 67% "Home Run (Deep RF); Bruton Scores" Matthews 10-13-1931 23.64681724845996
124 124 12 1 1955-06-11 MLN @ PIT "Bob Friend" "behind 0-4" "t 4" 0 --- 1 3 5 0.062 18% "Home Run (Deep RF)" Matthews 10-13-1931 23.66050650239562
125 125 13 1 1955-06-13 MLN @ CIN "Gerry Staley" "tied 0-0" "t 1" 2 --- 1 3 5 0.098 56% "Home Run (Deep RF)" Matthews 10-13-1931 23.66598220396988
126 126 14 1 1955-06-14 MLN NA PHI "Robin Roberts" "tied 2-2" "b 8" 2 1-- 2 3 5 NA NA NA Matthews 10-13-1931 23.668720054757017
127 127 15 1 1955-06-21 MLN NA PIT "Ron Kline" "ahead 2-0" "b 3" 1 1-- 2 3 5 NA NA NA Matthews 10-13-1931 23.68788501026694
128 128 16 1 1955-06-24 MLN NA BRO "Carl Erskine" "tied 0-0" "b 1" 2 --- 1 3 5 0.106 62% "Home Run (Fly Ball to CF-RF)" Matthews 10-13-1931 23.696098562628336
129 129 17 1 1955-06-26 MLN NA BRO "Jim Hughes" "ahead 1-0" "b 8" 2 12- 3 3 5 0.121 99% "Home Run (Fly Ball to Deep RF); Buhl Scores; Logan Scores" Matthews 10-13-1931 23.7015742642026
130 130 18 1 1955-06-29 MLN NA CHC "Howie Pollet" "tied 0-0" "b 1" 1 1-- 2 3 5 0.173 72% "Home Run (Deep RF); Logan Scores" Matthews 10-13-1931 23.709787816564
131 131 19 1 1955-07-03 MLN @ CIN "Joe Nuxhall" "ahead 2-0" "t 3" 1 1-- 2 3 5 0.135 84% "Home Run (Deep RF); Logan Scores" Matthews 10-13-1931 23.720739219712527
132 132 20 1 1955-07-04 MLN NA STL "Tom Poholsky" "tied 0-0" "b 1" 2 --- 1 3 5 0.106 62% "Home Run" Matthews 10-13-1931 23.72347707049966
133 133 21 1 1955-07-06 MLN @ CHC "Bob Rush" "ahead 1-0" "t 3" 1 1-- 2 3 5 0.168 78% "Home Run (Deep RF); Bruton Scores" Matthews 10-13-1931 23.72895277207392
134 134 22 1 1955-07-08 MLN NA CIN "Art Fowler" "tied 1-1" "b 6" 0 1-- 2 3 5 0.226 85% "Home Run; Logan Scores" Matthews 10-13-1931 23.734428473648187
135 135 23 1 1955-07-19 MLN @ PIT "Vern Law" "tied 0-0" "t 1" 2 --- 1 3 5 0.102 56% "Home Run" Matthews 10-13-1931 23.76454483230664
136 136 24 1 1955-07-20 MLN @ PIT "Max Surkont" "tied 0-0" "t 6" 2 --3 2 3 5 0.271 75% "Home Run; Logan Scores" Matthews 10-13-1931 23.76728268309377
137 137 25 1 1955-07-28 MLN NA PHI "Murry Dickson" "tied 2-2" "b 5" 2 --- 1 3 5 0.161 68% "Home Run" Matthews 10-13-1931 23.789185489390828
138 138 26 1 1955-07-30 MLN NA NYG "Ramon Monzant" "ahead 4-3" "b 7" 1 --- 1 3 5 0.107 88% "Home Run" Matthews 10-13-1931 23.794661190965098
139 139 27 1 1955-08-01 MLN NA BRO "Billy Loes" "ahead 2-0" "b 6" 1 --- 1 3 5 0.071 91% "Home Run (Fly Ball to Deep RF)" Matthews 10-13-1931 23.800136892539356
140 140 28 1 1955-08-02 MLN NA BRO "Roger Craig" "tied 0-0" "b 1" 2 --- 1 3 5 0.106 62% "Home Run (Fly Ball to Deep RF)" Matthews 10-13-1931 23.802874743326488
141 141 29 2 1955-08-02 MLN NA BRO "Roger Craig" "behind 1-3" "b 8" 1 -2- 2 3 5 0.372 56% "Home Run (Line Drive to Deep RF); Bruton Scores" Matthews 10-13-1931 23.802874743326488
142 142 30 1 1955-08-13 MLN @ CHC "Sam Jones" "tied 0-0" "t 1" 1 -2- 2 3 5 0.153 67% "Home Run (Deep RF); Bruton Scores" Matthews 10-13-1931 23.83299110198494
143 143 31 1 1955-08-15 MLN @ STL "Willard Schmidt" "tied 0-0" "t 1" 1 1-- 2 3 5 0.169 67% "Home Run (Deep RF); O'Connell Scores" Matthews 10-13-1931 23.838466803559207
144 144 32 1 1955-08-17 MLN @ STL "Luis Arroyo" "ahead 2-1" "t 3" 0 --3 2 3 5 NA NA NA Matthews 10-13-1931 23.84394250513347
145 145 33 1 1955-08-23 MLN @ PHI "Murry Dickson" "tied 0-0" "t 1" 1 1-- 2 3 5 0.17 67% "Home Run (Deep RF); Bruton Scores" Matthews 10-13-1931 23.860369609856264
146 146 34 1 1955-08-28 MLN @ PIT "Dick Hall" "tied 0-0" "t 4" 1 --- 1 3 5 0.13 60% "Home Run" Matthews 10-13-1931 23.874058863791923
147 147 35 1 1955-08-31 MLN @ BRO "Carl Erskine" "ahead 2-0" "t 3" 1 1-- 2 3 5 0.135 85% "Home Run (Fly Ball to Deep RF); O'Connell Scores" Matthews 10-13-1931 23.88227241615332
148 148 36 1 1955-09-04 MLN NA CIN "Johnny Klippstein" "ahead 3-1" "b 3" 2 --- 1 3 5 0.083 83% "Home Run" Matthews 10-13-1931 23.89322381930185
149 149 37 1 1955-09-10 MLN NA PIT "Vern Law" "ahead 1-0" "b 1" 0 1-- 2 3 5 0.133 81% "Home Run; Logan Scores" Matthews 10-13-1931 23.90965092402464
150 150 38 2 1955-09-10 MLN NA PIT "Vern Law" "ahead 5-3" "b 4" 1 1-- 2 3 5 0.118 91% "Home Run; Logan Scores" Matthews 10-13-1931 23.90965092402464
151 151 39 1 1955-09-16 MLN NA STL "Brooks Lawrence" "tied 0-0" "b 1" 2 --- 1 3 5 NA NA NA Matthews 10-13-1931 23.926078028747433
152 152 40 1 1955-09-23 MLN @ STL "Tom Poholsky" "tied 0-0" "t 4" 0 --- 1 3 5 0.125 63% "Home Run (Deep RF)" Matthews 10-13-1931 23.94524298425736
153 153 41 1 1955-09-24 MLN @ STL "Lindy McDaniel" "tied 1-1" "t 3" 1 --- 1 3 5 0.117 59% "Home Run (Deep RF)" Matthews 10-13-1931 23.94798083504449
154 154 1 1 1956-04-20 MLN @ STL "Tom Poholsky" "behind 0-2" "t 4" 0 --- 1 3 5 0.11 37% "Home Run (Deep RF)" Matthews 10-13-1931 24.520191649555095
155 155 2 2 1956-04-20 MLN @ STL "Tom Poholsky" "behind 1-3" "t 6" 1 --- 1 3 5 0.116 29% "Home Run (Deep RF)" Matthews 10-13-1931 24.520191649555095
156 156 3 1 1956-05-01 MLN NA PHI "Murry Dickson" "tied 2-2" "b 3" 2 1-- 2 3 5 0.23 75% "Home Run (Deep RF); Logan Scores" Matthews 10-13-1931 24.550308008213552
157 157 4 1 1956-05-12 MLN @ CIN "Brooks Lawrence" "behind 3-9" "t 7" 0 -2- 2 3 5 0.029 6% "Home Run (CF-RF); Logan Scores" Matthews 10-13-1931 24.580424366872005
158 158 5 1 1956-05-22 MLN @ BRO "Clem Labine" "ahead 4-1" "t 7" 2 --- 1 3 5 0.055 93% "Home Run (Fly Ball to Deep RF); Mathews Scores/unER" Matthews 10-13-1931 24.607802874743328
159 159 6 1 1956-05-30 MLN @ CHC "Russ Meyer" "tied 0-0" "t 1" 2 --- 1 3 5 0.106 57% "Home Run (Deep RF)" Matthews 10-13-1931 24.629705681040384
160 160 7 1 1956-05-30 MLN @ CHC "Warren Hacker" "behind 2-4" "t 6" 0 --- 1 3 5 0.122 33% "Home Run" Matthews 10-13-1931 24.629705681040384
161 161 8 1 1956-05-31 MLN @ CHC "Warren Hacker" "ahead 14-0" "t 5" 2 --- 1 3 5 0 100% "Home Run" Matthews 10-13-1931 24.632443531827516
162 162 9 1 1956-06-05 MLN NA BRO "Roger Craig" "tied 0-0" "b 1" 2 --- 1 3 5 0.112 62% "Home Run (Deep RF)" Matthews 10-13-1931 24.646132785763175
163 163 10 1 1956-06-13 MLN NA PHI "Ron Negray" "ahead 6-1" "b 4" 1 -2- 2 3 5 0.025 99% "Home Run; Bruton Scores" Matthews 10-13-1931 24.66803559206023
164 164 11 1 1956-06-22 MLN @ NYG "Ruben Gomez" "ahead 1-0" "t 3" 1 --- 1 3 5 0.109 71% "Home Run (Deep RF)" Matthews 10-13-1931 24.692676249144423
165 165 12 1 1956-06-25 MLN @ PHI "Stu Miller" "tied 1-1" "t 4" 0 --- 1 3 5 0.132 63% "Home Run (Deep RF)" Matthews 10-13-1931 24.700889801505816
166 166 13 1 1956-07-08 MLN NA CHC "Bob Rush" "tied 1-1" "b 1" 0 1-- 2 3 5 NA NA NA Matthews 10-13-1931 24.736481861738536
167 167 14 1 1956-07-15 MLN NA PIT "Laurin Pepper" "tied 0-0" "b 1" 1 1-- 2 3 5 0.183 73% "Home Run; O'Connell Scores" Matthews 10-13-1931 24.75564681724846
168 168 15 1 1956-07-21 MLN NA PHI "Harvey Haddix" "behind 1-4" "b 5" 2 1-- 2 3 5 0.199 34% "Home Run (Deep CF); Pafko Scores" Matthews 10-13-1931 24.772073921971252
169 169 16 1 1956-07-22 MLN NA PHI "Robin Roberts" "ahead 4-1" "b 5" 1 --3 2 3 5 0.046 97% "Home Run (Deep CF); Bruton Scores" Matthews 10-13-1931 24.774811772758383
170 170 17 1 1956-07-22 MLN NA PHI "Ron Negray" "behind 0-1" "b 1" 0 12- 3 3 5 0.21 75% "Home Run (Deep RF); O'Connell Scores; Bruton Scores/unER" Matthews 10-13-1931 24.774811772758383
171 171 18 1 1956-07-25 MLN @ NYG "Al Worthington" "tied 0-0" "t 4" 0 --- 1 3 5 0.131 63% "Home Run (Deep LF)" Matthews 10-13-1931 24.78302532511978
172 172 19 1 1956-07-30 MLN @ BRO "Roger Craig" "ahead 1-0" "t 3" 1 --- 1 3 5 0.104 69% "Home Run (LF-CF)" Matthews 10-13-1931 24.79671457905544
173 173 20 1 1956-07-31 MLN @ BRO "Carl Erskine" "behind 1-2" "t 9" 1 --- 1 3 5 0.348 44% "Home Run (Deep RF)" Matthews 10-13-1931 24.799452429842574
174 174 21 1 1956-08-03 MLN @ PIT "Vern Law" "tied 0-0" "t 2" 0 --- 1 4 5 0.111 61% "Home Run (Deep RF)" Matthews 10-13-1931 24.80766598220397
175 175 22 1 1956-08-04 MLN @ PIT "Fred Waters" "ahead 5-3" "t 8" 2 --3 2 4 5 0.093 96% "Home Run (Deep RF); Mantilla Scores" Matthews 10-13-1931 24.810403832991103
176 176 23 1 1956-08-05 MLN @ PIT "Cholly Naranjo" "ahead 4-1" "t 7" 2 --- 1 4 5 NA NA NA Matthews 10-13-1931 24.81314168377823
177 177 24 1 1956-08-05 MLN @ PIT "Bob Friend" "ahead 3-0" "t 5" 1 --3 2 4 5 NA NA NA Matthews 10-13-1931 24.81314168377823
178 178 25 1 1956-08-11 MLN NA CIN "Hal Jeffcoat" "ahead 2-1" "b 3" 1 -2- 2 4 5 0.149 85% "Home Run; Aaron Scores" Matthews 10-13-1931 24.829568788501028
179 179 26 1 1956-08-17 MLN @ CIN "Larry Jansen" "tied 0-0" "t 1" 2 1-- 2 4 5 0.186 66% "Home Run (Deep RF); Aaron Scores" Matthews 10-13-1931 24.84599589322382
180 180 27 1 1956-08-19 MLN @ CIN "Tom Acker" "behind 0-1" "t 6" 1 --- 1 4 5 0.166 47% "Home Run (Deep RF)" Matthews 10-13-1931 24.851471594798085
181 181 28 1 1956-08-20 MLN @ CIN "Brooks Lawrence" "tied 0-0" "t 3" 2 --3 2 4 5 0.199 69% "Home Run (Deep RF); Aaron Scores" Matthews 10-13-1931 24.854209445585216
182 182 29 1 1956-08-21 MLN NA NYG "Ruben Gomez" "tied 0-0" "b 1" 1 1-3 3 4 5 0.195 81% "Home Run (Deep RF); Logan Scores; Aaron Scores" Matthews 10-13-1931 24.856947296372347
183 183 30 1 1956-08-24 MLN NA PHI "Robin Roberts" "ahead 4-0" "b 7" 2 -2- 2 4 5 0.019 99% "Home Run; Aaron Scores" Matthews 10-13-1931 24.865160848733744
184 184 31 1 1956-08-28 MLN NA PIT "Dick Hall" "tied 0-0" "b 1" 2 1-- 2 4 5 NA NA NA Matthews 10-13-1931 24.876112251882272
185 185 32 2 1956-08-28 MLN NA PIT "Dick Hall" "ahead 2-0" "b 4" 0 --- 1 4 5 NA NA NA Matthews 10-13-1931 24.876112251882272
186 186 33 1 1956-08-29 MLN NA PIT "Vern Law" "tied 0-0" "b 2" 0 --- 1 4 5 NA NA NA Matthews 10-13-1931 24.878850102669404
187 187 34 1 1956-08-31 MLN NA STL "Herm Wehmeier" "behind 2-4" "b 7" 2 12- 3 4 5 0.58 77% "Home Run (Deep RF); Burdette Scores; Logan Scores" Matthews 10-13-1931 24.88432580424367
188 188 35 1 1956-09-11 MLN @ BRO "Sal Maglie" "tied 0-0" "t 2" 0 --- 1 4 5 0.103 60% "Home Run (LF-CF)" Matthews 10-13-1931 24.914442162902123
189 189 36 1 1956-09-17 MLN @ NYG "Marv Grissom" "ahead 3-1" "t 8" 0 --- 1 4 5 0.063 94% "Home Run (Deep RF)" Matthews 10-13-1931 24.930869267624914
190 190 37 1 1956-09-30 MLN @ STL "Vinegar Bend Mizell" "ahead 2-1" "t 6" 1 1-- 2 6 5 0.193 86% "Home Run (Deep RF); Adcock Scores" Matthews 10-13-1931 24.966461327857633
191 191 1 1 1957-04-24 MLN NA STL "Herm Wehmeier" "behind 4-7" "b 5" 0 -23 3 3 5 0.224 56% "Home Run (Deep RF); O'Connell Scores; Aaron Scores" Matthews 10-13-1931 25.530458590006845
192 192 2 1 1957-05-06 MLN @ BRO "Don Drysdale" "tied 0-0" "t 1" 2 --- 1 3 5 0.098 56% "Home Run (Fly Ball to Deep RF)" Matthews 10-13-1931 25.56331279945243
193 193 3 2 1957-05-06 MLN @ BRO "Don Drysdale" "behind 1-3" "t 6" 0 --- 1 3 5 0.119 34% "Home Run (Fly Ball to Deep CF)" Matthews 10-13-1931 25.56331279945243
194 194 4 1 1957-05-10 MLN @ STL "Hoyt Wilhelm" "ahead 6-4" "t 6" 2 1-- 2 3 5 0.146 91% "Home Run (Deep RF); Pizarro Scores" Matthews 10-13-1931 25.57426420260096
195 195 5 1 1957-05-12 MLN @ STL "Willard Schmidt" "ahead 5-0" "t 4" 2 12- 3 3 5 0.058 98% "Home Run (Deep LF-CF); Murff Scores; O'Connell Scores" Matthews 10-13-1931 25.579739904175224
196 196 6 1 1957-05-16 MLN NA PIT "Bob Friend" "behind 0-2" "b 9" 0 --- 1 3 5 0.103 18% "Home Run (Deep RF)" Matthews 10-13-1931 25.590691307323752
197 197 7 1 1957-05-22 MLN NA PHI "Robin Roberts" "behind 0-3" "b 5" 2 1-3 3 3 5 0.344 51% "Home Run (Deep CF-RF); Pafko Scores; Aaron Scores" Matthews 10-13-1931 25.607118412046542
198 198 8 1 1957-05-26 MLN @ CHC "Elmer Singleton" "tied 0-0" "t 1" 2 --- 1 3 5 0.105 57% "Home Run (Deep LF)" Matthews 10-13-1931 25.61806981519507
199 199 9 1 1957-06-10 MLN @ BRO "Don Newcombe" "tied 0-0" "t 4" 0 1-- 2 3 5 0.184 73% "Home Run (LF-CF); Logan Scores/unER" Matthews 10-13-1931 25.659137577002053
200 200 10 1 1957-06-12 MLN @ BRO "Ed Roebuck" "behind 6-11" "t 9" 0 1-- 2 3 5 0.021 4% "Home Run (Deep RF); Logan Scores" Matthews 10-13-1931 25.66461327857632
201 201 11 1 1957-06-20 MLN NA NYG "Curt Barclay" "ahead 1-0" "b 1" 1 --- 1 3 5 0.097 73% "Home Run (Deep LF)" Matthews 10-13-1931 25.686516084873375
202 202 12 1 1957-06-23 MLN NA PHI "Turk Farrell" "ahead 5-3" "b 7" 0 --- 1 3 5 0.051 95% "Home Run (Deep CF)" Matthews 10-13-1931 25.694729637234772
203 203 13 1 1957-06-26 MLN NA BRO "Don Newcombe" "behind 1-3" "b 3" 1 1-3 3 3 5 0.27 66% "Home Run (Deep RF); Bruton Scores; Aaron Scores" Matthews 10-13-1931 25.70294318959617
204 204 14 2 1957-06-26 MLN NA BRO "Don Newcombe" "behind 5-9" "b 5" 1 --- 1 3 5 0.059 14% "Home Run (Deep CF)" Matthews 10-13-1931 25.70294318959617
205 205 15 1 1957-06-29 MLN NA PIT "Johnny OBrien" "ahead 9-6" "b 6" 2 --- 1 3 5 0.042 95% "Home Run (Deep CF-RF)" Matthews 10-13-1931 25.711156741957563
206 206 16 1 1957-06-30 MLN NA PIT "Luis Arroyo" "behind 4-5" "b 13" 0 1-- 2 3 5 0.685 100% "Home Run (Deep LF); Aaron Scores" Matthews 10-13-1931 25.713894592744698
207 207 17 1 1957-07-04 MLN @ CIN "Tom Acker" "behind 2-4" "t 6" 0 --- 1 3 5 0.12 34% "Home Run (Deep RF)" Matthews 10-13-1931 25.724845995893222
208 208 18 1 1957-07-10 MLN @ PIT "Bob Purkey" "tied 0-0" "t 1" 1 1-- 2 3 5 0.178 68% "Home Run (Deep CF-RF); Schoendienst Scores" Matthews 10-13-1931 25.741273100616016
209 209 19 1 1957-07-26 MLN NA NYG "Ruben Gomez" "behind 0-2" "b 4" 2 --- 1 3 5 0.12 36% "Home Run (Deep RF)" Matthews 10-13-1931 25.78507871321013
210 210 20 1 1957-08-04 MLN NA BRO "Sal Maglie" "tied 0-0" "b 1" 1 1-- 2 3 5 0.182 73% "Home Run (Fly Ball to CF-RF); Torre Scores" Matthews 10-13-1931 25.809719370294317
211 211 21 1 1957-08-09 MLN @ STL "Lloyd Merritt" "ahead 11-1" "t 8" 0 --- 1 3 5 0 100% "Home Run (Deep RF)" Matthews 10-13-1931 25.82340862422998
212 212 22 1 1957-08-11 MLN @ STL "Willard Schmidt" "ahead 4-0" "t 5" 0 --- 1 3 5 0.039 94% "Home Run (Deep CF)" Matthews 10-13-1931 25.828884325804243
213 213 23 1 1957-08-15 MLN @ CIN "Hersh Freeman" "ahead 4-1" "t 5" 0 --- 1 3 5 0.06 90% "Home Run (Deep CF)" Matthews 10-13-1931 25.83983572895277
214 214 24 1 1957-08-18 MLN NA STL "Herm Wehmeier" "behind 0-1" "b 1" 2 --- 1 3 5 0.113 51% "Home Run (Deep RF)" Matthews 10-13-1931 25.848049281314168
215 215 25 1 1957-08-27 MLN @ NYG "Al Worthington" "tied 1-1" "t 6" 1 1-- 2 3 5 0.269 77% "Home Run (Deep RF); Torre Scores" Matthews 10-13-1931 25.872689938398356
216 216 26 1 1957-08-28 MLN @ NYG "Curt Barclay" "tied 1-1" "t 3" 1 --- 1 3 5 0.12 60% "Home Run (Deep RF)" Matthews 10-13-1931 25.87542778918549
217 217 27 1 1957-08-30 MLN @ CIN "Bud Podbielan" "tied 0-0" "t 1" 1 -2- 2 3 5 0.152 67% "Home Run (Deep RF); Schoendienst Scores" Matthews 10-13-1931 25.880903490759753
218 218 28 1 1957-08-31 MLN @ CIN "Tom Acker" "ahead 5-2" "t 2" 2 -2- 2 3 5 0.11 88% "Home Run (Deep CF); Schoendienst Scores" Matthews 10-13-1931 25.883641341546884
219 219 29 1 1957-09-02 MLN @ CHC "Elmer Singleton" "ahead 21-10" "t 9" 0 --3 2 3 5 0 100% "Home Run (Deep RF); Torre Scores" Matthews 10-13-1931 25.88911704312115
220 220 30 1 1957-09-04 MLN @ STL "Herm Wehmeier" "behind 3-4" "t 5" 1 --- 1 3 5 0.144 47% "Home Run (Deep RF)" Matthews 10-13-1931 25.894592744695416
221 221 31 1 1957-09-10 MLN NA PIT "Whammy Douglas" "tied 2-2" "b 4" 0 --- 1 3 5 0.137 69% "Home Run (Deep RF)" Matthews 10-13-1931 25.911019849418206
222 222 32 1 1957-09-22 MLN @ CHC "Turk Lown" "behind 6-7" "t 9" 0 --- 1 3 5 0.343 50% "Home Run (Deep LF)" Matthews 10-13-1931 25.94387405886379
223 223 1 1 1958-04-15 MLN NA PIT "Bob Friend" "behind 0-1" "b 1" 2 --- 1 3 5 0.112 51% "Home Run" Matthews 10-13-1931 26.50513347022587
