"Season"	"STATE"	"O_RUNS.ROI"	"N"
"1409"	2012	"101 2"	"3"	117
"1410"	2012	"101 2"	"4+"	62
"1411"	2012	"110 0"	"0"	987
"1412"	2012	"110 0"	"1"	571
"1413"	2012	"110 0"	"2"	375
"1414"	2012	"110 0"	"3"	294
"1415"	2012	"110 0"	"4+"	268
"1416"	2012	"110 1"	"0"	2674
"1417"	2012	"110 1"	"1"	715
"1418"	2012	"110 1"	"2"	490
"1419"	2012	"110 1"	"3"	371
"1420"	2012	"110 1"	"4+"	268
"1421"	2012	"110 2"	"0"	4369
"1422"	2012	"110 2"	"1"	606
"1423"	2012	"110 2"	"2"	308
"1424"	2012	"110 2"	"3"	220
"1425"	2012	"110 2"	"4+"	106
"1426"	2012	"111 0"	"0"	89
"1427"	2012	"111 0"	"1"	201
"1428"	2012	"111 0"	"2"	134
"1429"	2012	"111 0"	"3"	88
"1430"	2012	"111 0"	"4+"	136
"1431"	2012	"111 1"	"0"	533
"1432"	2012	"111 1"	"1"	402
"1433"	2012	"111 1"	"2"	246
"1434"	2012	"111 1"	"3"	146
"1435"	2012	"111 1"	"4+"	224
"1436"	2012	"111 2"	"0"	1397
"1437"	2012	"111 2"	"1"	196
"1438"	2012	"111 2"	"2"	210
"1439"	2012	"111 2"	"3"	89
"1440"	2012	"111 2"	"4+"	130
"1441"	2013	"000 0"	"0"	33646
"1442"	2013	"000 0"	"1"	6669
"1443"	2013	"000 0"	"2"	3008
"1444"	2013	"000 0"	"3"	1312
"1445"	2013	"000 0"	"4+"	957
"1446"	2013	"000 1"	"0"	27872
"1447"	2013	"000 1"	"1"	3068
"1448"	2013	"000 1"	"2"	1208
"1449"	2013	"000 1"	"3"	457
"1450"	2013	"000 1"	"4+"	258
"1451"	2013	"000 2"	"0"	24503
"1452"	2013	"000 2"	"1"	1147
"1453"	2013	"000 2"	"2"	361
"1454"	2013	"000 2"	"3"	112
"1455"	2013	"000 2"	"4+"	51
"1456"	2013	"001 0"	"0"	90
"1457"	2013	"001 0"	"1"	261
"1458"	2013	"001 0"	"2"	56
"1459"	2013	"001 0"	"3"	41
"1460"	2013	"001 0"	"4+"	28
"1461"	2013	"001 1"	"0"	637
"1462"	2013	"001 1"	"1"	884
"1463"	2013	"001 1"	"2"	190
"1464"	2013	"001 1"	"3"	84
"1465"	2013	"001 1"	"4+"	38
"1466"	2013	"001 2"	"0"	2199
"1467"	2013	"001 2"	"1"	571
"1468"	2013	"001 2"	"2"	112
"1469"	2013	"001 2"	"3"	47
"1470"	2013	"001 2"	"4+"	19
"1471"	2013	"010 0"	"0"	1337
"1472"	2013	"010 0"	"1"	1134
"1473"	2013	"010 0"	"2"	452
"1474"	2013	"010 0"	"3"	248
"1475"	2013	"010 0"	"4+"	186
"1476"	2013	"010 1"	"0"	3479
"1477"	2013	"010 1"	"1"	1356
"1478"	2013	"010 1"	"2"	476
"1479"	2013	"010 1"	"3"	220
"1480"	2013	"010 1"	"4+"	122
"1481"	2013	"010 2"	"0"	5773
"1482"	2013	"010 2"	"1"	1063
"1483"	2013	"010 2"	"2"	307
"1484"	2013	"010 2"	"3"	107
"1485"	2013	"010 2"	"4+"	54
"1486"	2013	"011 0"	"0"	76
"1487"	2013	"011 0"	"1"	158
"1488"	2013	"011 0"	"2"	199
"1489"	2013	"011 0"	"3"	89
"1490"	2013	"011 0"	"4+"	79
"1491"	2013	"011 1"	"0"	487
"1492"	2013	"011 1"	"1"	433
"1493"	2013	"011 1"	"2"	353
"1494"	2013	"011 1"	"3"	144
"1495"	2013	"011 1"	"4+"	107
"1496"	2013	"011 2"	"0"	1410
"1497"	2013	"011 2"	"1"	97
"1498"	2013	"011 2"	"2"	253
"1499"	2013	"011 2"	"3"	72
"1500"	2013	"011 2"	"4+"	48
"1501"	2013	"100 0"	"0"	6572
"1502"	2013	"100 0"	"1"	1891
"1503"	2013	"100 0"	"2"	1369
"1504"	2013	"100 0"	"3"	647
"1505"	2013	"100 0"	"4+"	517
"1506"	2013	"100 1"	"0"	9617
"1507"	2013	"100 1"	"1"	1571
"1508"	2013	"100 1"	"2"	1148
"1509"	2013	"100 1"	"3"	457
"1510"	2013	"100 1"	"4+"	277
"1511"	2013	"100 2"	"0"	11722
"1512"	2013	"100 2"	"1"	816
"1513"	2013	"100 2"	"2"	588
"1514"	2013	"100 2"	"3"	185
"1515"	2013	"100 2"	"4+"	74
"1516"	2013	"101 0"	"0"	146
"1517"	2013	"101 0"	"1"	405
"1518"	2013	"101 0"	"2"	164
"1519"	2013	"101 0"	"3"	133
"1520"	2013	"101 0"	"4+"	129
"1521"	2013	"101 1"	"0"	767
"1522"	2013	"101 1"	"1"	768
"1523"	2013	"101 1"	"2"	260
"1524"	2013	"101 1"	"3"	180
"1525"	2013	"101 1"	"4+"	113
"1526"	2013	"101 2"	"0"	2129
"1527"	2013	"101 2"	"1"	465
"1528"	2013	"101 2"	"2"	166
"1529"	2013	"101 2"	"3"	129
"1530"	2013	"101 2"	"4+"	57
"1531"	2013	"110 0"	"0"	1031
"1532"	2013	"110 0"	"1"	579
"1533"	2013	"110 0"	"2"	402
"1534"	2013	"110 0"	"3"	298
"1535"	2013	"110 0"	"4+"	274
"1536"	2013	"110 1"	"0"	2738
"1537"	2013	"110 1"	"1"	800
"1538"	2013	"110 1"	"2"	487
"1539"	2013	"110 1"	"3"	364
"1540"	2013	"110 1"	"4+"	218
"1541"	2013	"110 2"	"0"	4498
"1542"	2013	"110 2"	"1"	622
"1543"	2013	"110 2"	"2"	317
"1544"	2013	"110 2"	"3"	216
"1545"	2013	"110 2"	"4+"	98
"1546"	2013	"111 0"	"0"	100
"1547"	2013	"111 0"	"1"	177
"1548"	2013	"111 0"	"2"	136
"1549"	2013	"111 0"	"3"	84
"1550"	2013	"111 0"	"4+"	132
"1551"	2013	"111 1"	"0"	536
"1552"	2013	"111 1"	"1"	425
"1553"	2013	"111 1"	"2"	260
"1554"	2013	"111 1"	"3"	169
"1555"	2013	"111 1"	"4+"	230
"1556"	2013	"111 2"	"0"	1387
"1557"	2013	"111 2"	"1"	167
"1558"	2013	"111 2"	"2"	236
"1559"	2013	"111 2"	"3"	105
"1560"	2013	"111 2"	"4+"	112
"1561"	2014	"000 0"	"0"	33758
"1562"	2014	"000 0"	"1"	6387
"1563"	2014	"000 0"	"2"	2925
"1564"	2014	"000 0"	"3"	1325
"1565"	2014	"000 0"	"4+"	917
"1566"	2014	"000 1"	"0"	28076
"1567"	2014	"000 1"	"1"	2929
"1568"	2014	"000 1"	"2"	1137
"1569"	2014	"000 1"	"3"	454
"1570"	2014	"000 1"	"4+"	260
"1571"	2014	"000 2"	"0"	24505
"1572"	2014	"000 2"	"1"	1112
"1573"	2014	"000 2"	"2"	310
"1574"	2014	"000 2"	"3"	111
"1575"	2014	"000 2"	"4+"	49
"1576"	2014	"001 0"	"0"	70
"1577"	2014	"001 0"	"1"	282
"1578"	2014	"001 0"	"2"	75
"1579"	2014	"001 0"	"3"	39
"1580"	2014	"001 0"	"4+"	22
"1581"	2014	"001 1"	"0"	635
"1582"	2014	"001 1"	"1"	924
"1583"	2014	"001 1"	"2"	177
"1584"	2014	"001 1"	"3"	81
"1585"	2014	"001 1"	"4+"	52
"1586"	2014	"001 2"	"0"	2185
"1587"	2014	"001 2"	"1"	577
"1588"	2014	"001 2"	"2"	111
"1589"	2014	"001 2"	"3"	42
"1590"	2014	"001 2"	"4+"	19
"1591"	2014	"010 0"	"0"	1286
"1592"	2014	"010 0"	"1"	1148
"1593"	2014	"010 0"	"2"	484
"1594"	2014	"010 0"	"3"	204
"1595"	2014	"010 0"	"4+"	162
"1596"	2014	"010 1"	"0"	3516
"1597"	2014	"010 1"	"1"	1340
"1598"	2014	"010 1"	"2"	519
"1599"	2014	"010 1"	"3"	208
"1600"	2014	"010 1"	"4+"	129
"1601"	2014	"010 2"	"0"	5680
"1602"	2014	"010 2"	"1"	1010
"1603"	2014	"010 2"	"2"	282
"1604"	2014	"010 2"	"3"	118
"1605"	2014	"010 2"	"4+"	63
"1606"	2014	"011 0"	"0"	98
"1607"	2014	"011 0"	"1"	178
"1608"	2014	"011 0"	"2"	214
"1609"	2014	"011 0"	"3"	74
"1610"	2014	"011 0"	"4+"	84
"1611"	2014	"011 1"	"0"	482
"1612"	2014	"011 1"	"1"	474
"1613"	2014	"011 1"	"2"	355
"1614"	2014	"011 1"	"3"	146
"1615"	2014	"011 1"	"4+"	110
"1616"	2014	"011 2"	"0"	1392
"1617"	2014	"011 2"	"1"	88
"1618"	2014	"011 2"	"2"	225
"1619"	2014	"011 2"	"3"	78
"1620"	2014	"011 2"	"4+"	34
"1621"	2014	"100 0"	"0"	6493
"1622"	2014	"100 0"	"1"	1933
"1623"	2014	"100 0"	"2"	1337
"1624"	2014	"100 0"	"3"	675
"1625"	2014	"100 0"	"4+"	512
"1626"	2014	"100 1"	"0"	9667
"1627"	2014	"100 1"	"1"	1535
"1628"	2014	"100 1"	"2"	1086
"1629"	2014	"100 1"	"3"	472
"1630"	2014	"100 1"	"4+"	258
"1631"	2014	"100 2"	"0"	11685
"1632"	2014	"100 2"	"1"	812
"1633"	2014	"100 2"	"2"	523
"1634"	2014	"100 2"	"3"	169
"1635"	2014	"100 2"	"4+"	72
"1636"	2014	"101 0"	"0"	120
"1637"	2014	"101 0"	"1"	436
"1638"	2014	"101 0"	"2"	170
"1639"	2014	"101 0"	"3"	133
"1640"	2014	"101 0"	"4+"	107
"1641"	2014	"101 1"	"0"	797
"1642"	2014	"101 1"	"1"	767
"1643"	2014	"101 1"	"2"	245
"1644"	2014	"101 1"	"3"	174
"1645"	2014	"101 1"	"4+"	116
"1646"	2014	"101 2"	"0"	2133
"1647"	2014	"101 2"	"1"	418
"1648"	2014	"101 2"	"2"	152
"1649"	2014	"101 2"	"3"	98
"1650"	2014	"101 2"	"4+"	40
"1651"	2014	"110 0"	"0"	1089
"1652"	2014	"110 0"	"1"	585
"1653"	2014	"110 0"	"2"	422
"1654"	2014	"110 0"	"3"	305
"1655"	2014	"110 0"	"4+"	293
"1656"	2014	"110 1"	"0"	2774
"1657"	2014	"110 1"	"1"	755
"1658"	2014	"110 1"	"2"	467
"1659"	2014	"110 1"	"3"	386
"1660"	2014	"110 1"	"4+"	224
"1661"	2014	"110 2"	"0"	4475
"1662"	2014	"110 2"	"1"	591
"1663"	2014	"110 2"	"2"	274
"1664"	2014	"110 2"	"3"	237
"1665"	2014	"110 2"	"4+"	90
"1666"	2014	"111 0"	"0"	100
"1667"	2014	"111 0"	"1"	165
"1668"	2014	"111 0"	"2"	138
"1669"	2014	"111 0"	"3"	97
"1670"	2014	"111 0"	"4+"	173
"1671"	2014	"111 1"	"0"	524
"1672"	2014	"111 1"	"1"	420
"1673"	2014	"111 1"	"2"	250
"1674"	2014	"111 1"	"3"	195
"1675"	2014	"111 1"	"4+"	196
"1676"	2014	"111 2"	"0"	1311
"1677"	2014	"111 2"	"1"	194
"1678"	2014	"111 2"	"2"	163
"1679"	2014	"111 2"	"3"	100
"1680"	2014	"111 2"	"4+"	89
"1681"	2015	"000 0"	"0"	33309
"1682"	2015	"000 0"	"1"	6708
"1683"	2015	"000 0"	"2"	2891
"1684"	2015	"000 0"	"3"	1371
"1685"	2015	"000 0"	"4+"	1036
"1686"	2015	"000 1"	"0"	27867
"1687"	2015	"000 1"	"1"	3169
"1688"	2015	"000 1"	"2"	1196
"1689"	2015	"000 1"	"3"	475
"1690"	2015	"000 1"	"4+"	279
"1691"	2015	"000 2"	"0"	24750
"1692"	2015	"000 2"	"1"	1256
"1693"	2015	"000 2"	"2"	377
"1694"	2015	"000 2"	"3"	134
"1695"	2015	"000 2"	"4+"	50
"1696"	2015	"001 0"	"0"	93
"1697"	2015	"001 0"	"1"	263
"1698"	2015	"001 0"	"2"	92
"1699"	2015	"001 0"	"3"	41
"1700"	2015	"001 0"	"4+"	37
"1701"	2015	"001 1"	"0"	651
"1702"	2015	"001 1"	"1"	899
"1703"	2015	"001 1"	"2"	176
"1704"	2015	"001 1"	"3"	91
"1705"	2015	"001 1"	"4+"	63
"1706"	2015	"001 2"	"0"	2150
"1707"	2015	"001 2"	"1"	589
"1708"	2015	"001 2"	"2"	126
"1709"	2015	"001 2"	"3"	41
"1710"	2015	"001 2"	"4+"	22
"1711"	2015	"010 0"	"0"	1240
"1712"	2015	"010 0"	"1"	1174
"1713"	2015	"010 0"	"2"	456
"1714"	2015	"010 0"	"3"	228
"1715"	2015	"010 0"	"4+"	183
"1716"	2015	"010 1"	"0"	3362
"1717"	2015	"010 1"	"1"	1334
"1718"	2015	"010 1"	"2"	537
"1719"	2015	"010 1"	"3"	195
"1720"	2015	"010 1"	"4+"	149
"1721"	2015	"010 2"	"0"	5663
"1722"	2015	"010 2"	"1"	1038
"1723"	2015	"010 2"	"2"	301
"1724"	2015	"010 2"	"3"	129
"1725"	2015	"010 2"	"4+"	35
"1726"	2015	"011 0"	"0"	98
"1727"	2015	"011 0"	"1"	144
"1728"	2015	"011 0"	"2"	166
"1729"	2015	"011 0"	"3"	102
"1730"	2015	"011 0"	"4+"	90
"1731"	2015	"011 1"	"0"	481
"1732"	2015	"011 1"	"1"	371
"1733"	2015	"011 1"	"2"	315
"1734"	2015	"011 1"	"3"	123
"1735"	2015	"011 1"	"4+"	116
"1736"	2015	"011 2"	"0"	1362
"1737"	2015	"011 2"	"1"	101
"1738"	2015	"011 2"	"2"	240
"1739"	2015	"011 2"	"3"	87
"1740"	2015	"011 2"	"4+"	39
"1741"	2015	"100 0"	"0"	6381
"1742"	2015	"100 0"	"1"	1843
"1743"	2015	"100 0"	"2"	1281
"1744"	2015	"100 0"	"3"	701
"1745"	2015	"100 0"	"4+"	578
"1746"	2015	"100 1"	"0"	9459
"1747"	2015	"100 1"	"1"	1498
"1748"	2015	"100 1"	"2"	1060
"1749"	2015	"100 1"	"3"	481
"1750"	2015	"100 1"	"4+"	296
"1751"	2015	"100 2"	"0"	11386
"1752"	2015	"100 2"	"1"	815
"1753"	2015	"100 2"	"2"	590
"1754"	2015	"100 2"	"3"	201
"1755"	2015	"100 2"	"4+"	83
"1756"	2015	"101 0"	"0"	138
"1757"	2015	"101 0"	"1"	418
"1758"	2015	"101 0"	"2"	145
"1759"	2015	"101 0"	"3"	129
"1760"	2015	"101 0"	"4+"	109
"1761"	2015	"101 1"	"0"	796
"1762"	2015	"101 1"	"1"	812
"1763"	2015	"101 1"	"2"	226
"1764"	2015	"101 1"	"3"	155
"1765"	2015	"101 1"	"4+"	136
"1766"	2015	"101 2"	"0"	2165
"1767"	2015	"101 2"	"1"	425
"1768"	2015	"101 2"	"2"	155
"1769"	2015	"101 2"	"3"	117
"1770"	2015	"101 2"	"4+"	53
"1771"	2015	"110 0"	"0"	979
"1772"	2015	"110 0"	"1"	570
"1773"	2015	"110 0"	"2"	384
"1774"	2015	"110 0"	"3"	318
"1775"	2015	"110 0"	"4+"	298
"1776"	2015	"110 1"	"0"	2712
"1777"	2015	"110 1"	"1"	704
"1778"	2015	"110 1"	"2"	474
"1779"	2015	"110 1"	"3"	380
"1780"	2015	"110 1"	"4+"	264
"1781"	2015	"110 2"	"0"	4398
"1782"	2015	"110 2"	"1"	585
"1783"	2015	"110 2"	"2"	297
"1784"	2015	"110 2"	"3"	262
"1785"	2015	"110 2"	"4+"	105
"1786"	2015	"111 0"	"0"	83
"1787"	2015	"111 0"	"1"	190
"1788"	2015	"111 0"	"2"	151
"1789"	2015	"111 0"	"3"	109
"1790"	2015	"111 0"	"4+"	158
"1791"	2015	"111 1"	"0"	519
"1792"	2015	"111 1"	"1"	415
"1793"	2015	"111 1"	"2"	237
"1794"	2015	"111 1"	"3"	142
"1795"	2015	"111 1"	"4+"	241
"1796"	2015	"111 2"	"0"	1271
"1797"	2015	"111 2"	"1"	176
"1798"	2015	"111 2"	"2"	207
"1799"	2015	"111 2"	"3"	98
"1800"	2015	"111 2"	"4+"	133
"1801"	2016	"000 0"	"0"	32844
"1802"	2016	"000 0"	"1"	6968
"1803"	2016	"000 0"	"2"	3094
"1804"	2016	"000 0"	"3"	1491
"1805"	2016	"000 0"	"4+"	1118
"1806"	2016	"000 1"	"0"	27508
"1807"	2016	"000 1"	"1"	3293
"1808"	2016	"000 1"	"2"	1269
"1809"	2016	"000 1"	"3"	523
"1810"	2016	"000 1"	"4+"	327
"1811"	2016	"000 2"	"0"	24498
"1812"	2016	"000 2"	"1"	1313
"1813"	2016	"000 2"	"2"	418
"1814"	2016	"000 2"	"3"	139
"1815"	2016	"000 2"	"4+"	61
"1816"	2016	"001 0"	"0"	85
"1817"	2016	"001 0"	"1"	284
"1818"	2016	"001 0"	"2"	83
"1819"	2016	"001 0"	"3"	40
"1820"	2016	"001 0"	"4+"	26
"1821"	2016	"001 1"	"0"	624
"1822"	2016	"001 1"	"1"	921
"1823"	2016	"001 1"	"2"	170
"1824"	2016	"001 1"	"3"	94
"1825"	2016	"001 1"	"4+"	45
"1826"	2016	"001 2"	"0"	2090
"1827"	2016	"001 2"	"1"	557
"1828"	2016	"001 2"	"2"	114
"1829"	2016	"001 2"	"3"	54
"1830"	2016	"001 2"	"4+"	25
"1831"	2016	"010 0"	"0"	1315
"1832"	2016	"010 0"	"1"	1142
"1833"	2016	"010 0"	"2"	471
"1834"	2016	"010 0"	"3"	283
"1835"	2016	"010 0"	"4+"	210
"1836"	2016	"010 1"	"0"	3244
"1837"	2016	"010 1"	"1"	1289
"1838"	2016	"010 1"	"2"	504
"1839"	2016	"010 1"	"3"	239
"1840"	2016	"010 1"	"4+"	143
"1841"	2016	"010 2"	"0"	5482
"1842"	2016	"010 2"	"1"	1012
"1843"	2016	"010 2"	"2"	335
"1844"	2016	"010 2"	"3"	100
"1845"	2016	"010 2"	"4+"	52
"1846"	2016	"011 0"	"0"	119
"1847"	2016	"011 0"	"1"	174
"1848"	2016	"011 0"	"2"	190
"1849"	2016	"011 0"	"3"	97
"1850"	2016	"011 0"	"4+"	90
"1851"	2016	"011 1"	"0"	509
"1852"	2016	"011 1"	"1"	475
"1853"	2016	"011 1"	"2"	317
"1854"	2016	"011 1"	"3"	144
"1855"	2016	"011 1"	"4+"	127
"1856"	2016	"011 2"	"0"	1444
"1857"	2016	"011 2"	"1"	99
"1858"	2016	"011 2"	"2"	252
"1859"	2016	"011 2"	"3"	77
"1860"	2016	"011 2"	"4+"	51
"1861"	2016	"100 0"	"0"	6415
"1862"	2016	"100 0"	"1"	1930
"1863"	2016	"100 0"	"2"	1367
"1864"	2016	"100 0"	"3"	711
"1865"	2016	"100 0"	"4+"	574
"1866"	2016	"100 1"	"0"	9651
"1867"	2016	"100 1"	"1"	1567
"1868"	2016	"100 1"	"2"	1123
"1869"	2016	"100 1"	"3"	482
"1870"	2016	"100 1"	"4+"	336
"1871"	2016	"100 2"	"0"	11589
"1872"	2016	"100 2"	"1"	773
"1873"	2016	"100 2"	"2"	605
"1874"	2016	"100 2"	"3"	198
"1875"	2016	"100 2"	"4+"	85
"1876"	2016	"101 0"	"0"	145
"1877"	2016	"101 0"	"1"	419
"1878"	2016	"101 0"	"2"	166
"1879"	2016	"101 0"	"3"	126
"1880"	2016	"101 0"	"4+"	114
"1881"	2016	"101 1"	"0"	740
"1882"	2016	"101 1"	"1"	768
"1883"	2016	"101 1"	"2"	241
"1884"	2016	"101 1"	"3"	196
"1885"	2016	"101 1"	"4+"	145
"1886"	2016	"101 2"	"0"	2068
"1887"	2016	"101 2"	"1"	418
"1888"	2016	"101 2"	"2"	149
"1889"	2016	"101 2"	"3"	128
"1890"	2016	"101 2"	"4+"	57
"1891"	2016	"110 0"	"0"	986
"1892"	2016	"110 0"	"1"	579
"1893"	2016	"110 0"	"2"	372
"1894"	2016	"110 0"	"3"	343
"1895"	2016	"110 0"	"4+"	286
"1896"	2016	"110 1"	"0"	2689
"1897"	2016	"110 1"	"1"	738
"1898"	2016	"110 1"	"2"	484
"1899"	2016	"110 1"	"3"	415
"1900"	2016	"110 1"	"4+"	286
"1901"	2016	"110 2"	"0"	4429
"1902"	2016	"110 2"	"1"	596
"1903"	2016	"110 2"	"2"	279
"1904"	2016	"110 2"	"3"	254
"1905"	2016	"110 2"	"4+"	104
"1906"	2016	"111 0"	"0"	126
"1907"	2016	"111 0"	"1"	198
"1908"	2016	"111 0"	"2"	137
"1909"	2016	"111 0"	"3"	96
"1910"	2016	"111 0"	"4+"	144
"1911"	2016	"111 1"	"0"	584
"1912"	2016	"111 1"	"1"	452
"1913"	2016	"111 1"	"2"	249
"1914"	2016	"111 1"	"3"	158
"1915"	2016	"111 1"	"4+"	259
"1916"	2016	"111 2"	"0"	1354
"1917"	2016	"111 2"	"1"	179
"1918"	2016	"111 2"	"2"	237
"1919"	2016	"111 2"	"3"	87
"1920"	2016	"111 2"	"4+"	107
"1921"	2017	"000 0"	"0"	32777
"1922"	2017	"000 0"	"1"	6927
"1923"	2017	"000 0"	"2"	3193
"1924"	2017	"000 0"	"3"	1511
"1925"	2017	"000 0"	"4+"	1255
"1926"	2017	"000 1"	"0"	27528
"1927"	2017	"000 1"	"1"	3278
"1928"	2017	"000 1"	"2"	1327
"1929"	2017	"000 1"	"3"	540
"1930"	2017	"000 1"	"4+"	332
"1931"	2017	"000 2"	"0"	24449
"1932"	2017	"000 2"	"1"	1309
"1933"	2017	"000 2"	"2"	405
"1934"	2017	"000 2"	"3"	141
"1935"	2017	"000 2"	"4+"	77
"1936"	2017	"001 0"	"0"	65
"1937"	2017	"001 0"	"1"	271
"1938"	2017	"001 0"	"2"	63
"1939"	2017	"001 0"	"3"	35
"1940"	2017	"001 0"	"4+"	34
"1941"	2017	"001 1"	"0"	592
"1942"	2017	"001 1"	"1"	826
"1943"	2017	"001 1"	"2"	185
"1944"	2017	"001 1"	"3"	84
"1945"	2017	"001 1"	"4+"	57
"1946"	2017	"001 2"	"0"	2095
"1947"	2017	"001 2"	"1"	555
"1948"	2017	"001 2"	"2"	135
"1949"	2017	"001 2"	"3"	44
"1950"	2017	"001 2"	"4+"	30
"1951"	2017	"010 0"	"0"	1281
"1952"	2017	"010 0"	"1"	1090
"1953"	2017	"010 0"	"2"	507
"1954"	2017	"010 0"	"3"	265
"1955"	2017	"010 0"	"4+"	219
"1956"	2017	"010 1"	"0"	3232
"1957"	2017	"010 1"	"1"	1196
"1958"	2017	"010 1"	"2"	574
"1959"	2017	"010 1"	"3"	243
"1960"	2017	"010 1"	"4+"	174
"1961"	2017	"010 2"	"0"	5439
"1962"	2017	"010 2"	"1"	937
"1963"	2017	"010 2"	"2"	350
"1964"	2017	"010 2"	"3"	136
"1965"	2017	"010 2"	"4+"	55
"1966"	2017	"011 0"	"0"	95
"1967"	2017	"011 0"	"1"	181
"1968"	2017	"011 0"	"2"	205
"1969"	2017	"011 0"	"3"	109
"1970"	2017	"011 0"	"4+"	98
"1971"	2017	"011 1"	"0"	513
"1972"	2017	"011 1"	"1"	383
"1973"	2017	"011 1"	"2"	340
"1974"	2017	"011 1"	"3"	145
"1975"	2017	"011 1"	"4+"	167
"1976"	2017	"011 2"	"0"	1389
"1977"	2017	"011 2"	"1"	120
"1978"	2017	"011 2"	"2"	240
"1979"	2017	"011 2"	"3"	94
"1980"	2017	"011 2"	"4+"	48
"1981"	2017	"100 0"	"0"	6412
"1982"	2017	"100 0"	"1"	1862
"1983"	2017	"100 0"	"2"	1404
"1984"	2017	"100 0"	"3"	735
"1985"	2017	"100 0"	"4+"	696
"1986"	2017	"100 1"	"0"	9756
"1987"	2017	"100 1"	"1"	1478
"1988"	2017	"100 1"	"2"	1216
"1989"	2017	"100 1"	"3"	518
"1990"	2017	"100 1"	"4+"	343
"1991"	2017	"100 2"	"0"	11683
"1992"	2017	"100 2"	"1"	758
"1993"	2017	"100 2"	"2"	602
"1994"	2017	"100 2"	"3"	220
"1995"	2017	"100 2"	"4+"	100
"1996"	2017	"101 0"	"0"	128
"1997"	2017	"101 0"	"1"	398
"1998"	2017	"101 0"	"2"	158
"1999"	2017	"101 0"	"3"	128
"2000"	2017	"101 0"	"4+"	123
"2001"	2017	"101 1"	"0"	736
"2002"	2017	"101 1"	"1"	706
"2003"	2017	"101 1"	"2"	232
"2004"	2017	"101 1"	"3"	192
"2005"	2017	"101 1"	"4+"	146
"2006"	2017	"101 2"	"0"	2008
"2007"	2017	"101 2"	"1"	420
"2008"	2017	"101 2"	"2"	143
"2009"	2017	"101 2"	"3"	134
"2010"	2017	"101 2"	"4+"	66
"2011"	2017	"110 0"	"0"	1032
"2012"	2017	"110 0"	"1"	608
"2013"	2017	"110 0"	"2"	377
"2014"	2017	"110 0"	"3"	338
"2015"	2017	"110 0"	"4+"	358
"2016"	2017	"110 1"	"0"	2779
"2017"	2017	"110 1"	"1"	765
"2018"	2017	"110 1"	"2"	493
"2019"	2017	"110 1"	"3"	416
"2020"	2017	"110 1"	"4+"	327
"2021"	2017	"110 2"	"0"	4470
"2022"	2017	"110 2"	"1"	591
"2023"	2017	"110 2"	"2"	310
"2024"	2017	"110 2"	"3"	276
"2025"	2017	"110 2"	"4+"	128
"2026"	2017	"111 0"	"0"	101
"2027"	2017	"111 0"	"1"	204
"2028"	2017	"111 0"	"2"	140
"2029"	2017	"111 0"	"3"	98
"2030"	2017	"111 0"	"4+"	162
"2031"	2017	"111 1"	"0"	554
"2032"	2017	"111 1"	"1"	446
"2033"	2017	"111 1"	"2"	284
"2034"	2017	"111 1"	"3"	158
"2035"	2017	"111 1"	"4+"	273
"2036"	2017	"111 2"	"0"	1358
"2037"	2017	"111 2"	"1"	205
"2038"	2017	"111 2"	"2"	214
"2039"	2017	"111 2"	"3"	91
"2040"	2017	"111 2"	"4+"	153
"2041"	2018	"000 0"	"0"	33221
"2042"	2018	"000 0"	"1"	6684
"2043"	2018	"000 0"	"2"	3149
"2044"	2018	"000 0"	"3"	1441
"2045"	2018	"000 0"	"4+"	1150
"2046"	2018	"000 1"	"0"	27961
"2047"	2018	"000 1"	"1"	3223
"2048"	2018	"000 1"	"2"	1363
"2049"	2018	"000 1"	"3"	521
"2050"	2018	"000 1"	"4+"	315
"2051"	2018	"000 2"	"0"	24731
"2052"	2018	"000 2"	"1"	1245
"2053"	2018	"000 2"	"2"	373
"2054"	2018	"000 2"	"3"	118
"2055"	2018	"000 2"	"4+"	68
"2056"	2018	"001 0"	"0"	78
"2057"	2018	"001 0"	"1"	248
"2058"	2018	"001 0"	"2"	69
"2059"	2018	"001 0"	"3"	34
"2060"	2018	"001 0"	"4+"	36
"2061"	2018	"001 1"	"0"	606
"2062"	2018	"001 1"	"1"	841
"2063"	2018	"001 1"	"2"	186
"2064"	2018	"001 1"	"3"	81
"2065"	2018	"001 1"	"4+"	70
"2066"	2018	"001 2"	"0"	2041
"2067"	2018	"001 2"	"1"	466
"2068"	2018	"001 2"	"2"	133
"2069"	2018	"001 2"	"3"	37
"2070"	2018	"001 2"	"4+"	25
"2071"	2018	"010 0"	"0"	1292
"2072"	2018	"010 0"	"1"	1058
"2073"	2018	"010 0"	"2"	451
"2074"	2018	"010 0"	"3"	232
"2075"	2018	"010 0"	"4+"	210
"2076"	2018	"010 1"	"0"	3153
"2077"	2018	"010 1"	"1"	1252
"2078"	2018	"010 1"	"2"	480
"2079"	2018	"010 1"	"3"	221
"2080"	2018	"010 1"	"4+"	165
"2081"	2018	"010 2"	"0"	5504
"2082"	2018	"010 2"	"1"	1002
"2083"	2018	"010 2"	"2"	326
"2084"	2018	"010 2"	"3"	109
"2085"	2018	"010 2"	"4+"	64
"2086"	2018	"011 0"	"0"	122
"2087"	2018	"011 0"	"1"	160
"2088"	2018	"011 0"	"2"	183
"2089"	2018	"011 0"	"3"	90
"2090"	2018	"011 0"	"4+"	89
"2091"	2018	"011 1"	"0"	523
